 130420862023,8.27
 130420862001,9.15
 130320862013,7.77
 130420862049,7.35
 130420862009,8.15
 130320862027,7.73
 130320862017,6.65
 130420862004,7.85
 130420862017,8.04
 130420862020,8.27
 130420862032,6.88
 130320862020,7.73
 130320862052,7.38
 130420862005,8.77
 130420862036,7.46
 130420862051,7.42
 130320862014,7.81
 130320862034,7.58
 130320862038,7.15
 130420862012,7.65
 130420862046,7.77
 130320862049,7.77
 130420862006,8.42
 130420862030,7.65
 130320862018,7.46
 130320862028,7.73
 130320862033,7.5
 130320862053,7.88
 130420862008,8.27
 130420862015,8.0
 130420862025,7.0
 130420862027,7.69
 130420862058,7.12
 130320862042,7.5
 130320862044,8.15
 130320862050,7.88
 130420862013,8.12
 130420862021,8.85
 130420862048,7.35
 130420862002,7.46
 130320862006,8.19
 130320862032,8.04
 130420862007,8.23
 130420862033,8.42
 130320862025,6.88
 130320862043,7.23
 130420862031,7.96
 130420862054,7.54
 130420862045,7.38
 130420862053,7.27
 130420862055,7.73
 130320862004,6.96
 130320862007,6.88
 130320862051,7.15
 130420862026,7.62
 130320862037,6.96
 130320862045,7.23
 130320862010,7.23
 130320862024,6.15
 130320862029,7.46
 130320862036,6.58
 130420862003,7.96
 130420862024,7.65
 130420862037,8.42
 130420862047,7.46
 130320862015,7.77
 130320862048,7.5
 130320862058,7.04
 130420862019,6.88
 130320862003,7.77
 130320862008,7.42
 130320862021,7.92
 130320862055,7.04
 130420862016,7.73
 130420862044,7.92
 130320862026,6.77
 130420862039,7.62
 130320862019,6.88
 130320862046,6.92
 130420862010,5.65
 130420862022,7.46
 130420862028,7.5
 130420862052,7.27
 130420862057,7.15
 130320862030,6.96
 130420862011,6.96
 130420862040,7.27
 130320862009,6.62
 130320862039,4.12
 130320862040,6.81
 130420862018,7.5
 130420862050,7.69
 130320862022,7.54
 130320862012,4.62
 130320862054,7.65
 130320862056,7.19
 130420862038,7.46
 130320862002,7.27
 130320862031,6.88
 130320862041,5.42
 130420862042,7.35
 130420862041,6.38
 130320862001,6.27
 130420862034,6.77
 130320862057,6.88
